#Models
# hindcast # H16_CMIP5_CESM_BIO_rcp85 # H16_CMIP5_CESM_rcp45 # H16_CMIP5_CESM_rcp85 # H16_CMIP5_GFDL_BIO_rcp85 # H16_CMIP5_GFDL_rcp45 # H16_CMIP5_GFDL_rcp85 # H16_CMIP5_MIROC_rcp45 # H16_CMIP5_MIROC_rcp85 # K20P19_CMIP5_CESM_rcp45 # K20P19_CMIP5_CESM_rcp85 # K20P19_CMIP5_GFDL_rcp45 # K20P19_CMIP5_GFDL_rcp85 # K20P19_CMIP5_MIROC_rcp45 # K20P19_CMIP5_MIROC_rcp85 # K20P19_CMIP6_cesm_ssp126 # K20P19_CMIP6_cesm_ssp585 # K20P19_CMIP6_gfdl_ssp126 # K20P19_CMIP6_gfdl_ssp585 # K20P19_CMIP6_miroc_ssp126 # K20P19_CMIP6_miroc_ssp585
#nEatcovs
1
#Eat_covs
3
#n_fut_itr : number of future temperature simulations 
21
#nyrs_fut : (1, n_fut_itr) number years for the zooplankton data 
79
#fut_years : matrix(n_fut_itr,nyrs_fut) years for the zooplankton data 
2022 2023 2024 2025 2026 2027 2028 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040 2041 2042 2043 2044 2045 2046 2047 2048 2049 2050 2051 2052 2053 2054 2055 2056 2057 2058 2059 2060 2061 2062 2063 2064 2065 2066 2067 2068 2069 2070 2071 2072 2073 2074 2075 2076 2077 2078 2079 2080 2081 2082 2083 2084 2085 2086 2087 2088 2089 2090 2091 2092 2093 2094 2095 2096 2097 2098 2099 2100
#ncov_fut : number of covariates 
61
0.3126694 1.081462 1.718474 0.07991427 -0.05382074 1.251715 0.2359561 0.1032304 2.798196 1.846022 1.172047 0.8710408 2.936287 2.413659 -0.003678064 1.258442 0.5962172 0.71554 -0.3860787 1.450988 1.128077 -0.3641223 1.841917 0.009289342 -0.3897696 1.873686 2.11107 1.602588 -0.4034081 0.6139443 0.3069836 -0.5035711 -0.684368 0.4767739 -0.5052741 -0.2386605 -0.4764932 -0.4145972 -0.6006934 -0.4949569 -0.4923935 -0.6539604 -0.5020091 0.01900529 -0.5555601 -0.4647664 -0.1862378 -0.02522154 -0.5539958 -0.5709673 -0.4829669 -0.3275316 -0.2357146 -0.2434778 -0.4746388 -0.1331613 0.1710686 -0.5190473 -0.4214006 -0.6351669 -0.6307325 -0.5677146 -0.5965759 -0.5052136 -0.668455 -0.4794194 -0.4761878 -0.5516914 0.118518 -0.6749744 -0.6774763 -0.572647 -0.4441377 -0.7469569 -0.5663615 -0.4819838 -0.2814143 -0.1972097 -0.1972097
-0.5998436 -0.3735605 -0.3365606 0.9565001 0.7578047 -0.7480467 -0.3524627 0.03292285 -0.2247407 0.1798426 -0.7941186 -0.5044487 -0.2878751 0.4627512 -0.07513877 -0.1414729 -0.2438578 0.0877488 -0.184765 -0.3792902 -0.1557084 0.6058723 -0.6640974 -0.4556804 -0.08976884 -0.3400728 -0.1113637 -0.002700404 -0.2625382 -0.5362445 -0.4691435 -0.1254248 -0.4747481 -0.571956 0.61191 -0.1415941 0.2826367 -0.1578649 0.4264882 0.5700687 0.8071253 0.3537474 -0.1421436 -0.4058341 0.2701193 -0.3524936 -0.2218941 0.1463452 -0.1006781 -0.3922346 0.08143645 -0.06318341 0.09260812 -0.1766805 -0.2023949 0.2938408 -0.6482948 -0.07402095 -0.3347862 -0.624286 -0.05770159 -0.4849731 -0.5733056 -0.8334573 -0.03637979 0.8771099 -0.2706732 -0.4069552 0.05512174 -0.2815986 -0.4729506 -0.3031942 0.3113541 -0.6738123 0.1862553 -0.0129296 -0.4756152 -0.5070475 -0.5070475
0.4795539 -0.3601338 -0.02769283 0.8129277 2.759359 1.19987 -0.2587354 0.2056075 0.3439564 0.09616778 0.2481893 0.4637153 -0.1115218 -0.1245672 -0.1333271 0.7482345 0.7967834 0.7768805 0.2927186 -0.0326652 0.72292 0.4777518 -0.3963964 0.3370294 -0.2403104 -0.2142117 0.7078103 2.896371 1.040719 0.7866977 0.3742234 -0.05631596 0.6754569 0.3500529 0.4656622 0.009356212 0.3587501 0.4733392 0.8389415 0.2851639 1.494163 0.2602941 0.6019155 0.5704813 0.4175385 0.1962586 0.7388286 -0.1322907 -1.091764 0.7966251 0.627592 -0.002017698 0.4755715 -0.2037989 1.263568 0.1078824 0.1637499 -0.2681325 0.3490306 -0.02034392 0.04589404 0.231249 0.333134 0.297633 -1.006243 -0.2576637 0.5442528 -0.2682531 0.1938959 -0.603544 -0.4272358 -0.1493434 0.8293321 0.2149722 0.5698994 0.5052033 -0.09138097 -0.3260003 -0.3260003
-0.3517325 -0.08951271 0.95959 0.8617485 1.913193 -0.4699282 1.469984 0.1057822 0.6763397 1.041754 0.1884784 1.837211 1.138899 0.4252197 0.9880683 -0.1494418 -0.5575116 -0.4851271 -0.8085671 0.6704886 3.148503 0.8873836 0.005917365 1.102371 0.1214913 1.402919 0.7689346 0.6190528 0.6719521 1.103109 0.6498206 0.4918735 0.2045977 1.650485 0.7329903 0.5022652 0.1283405 0.2416118 0.5281842 -0.396254 -0.105299 0.03759336 0.03233285 -0.02040325 -0.05784772 0.02449972 1.231667 0.5563405 -0.351463 0.9348013 0.2783952 0.9827043 1.103002 0.6850318 0.3046658 -0.01129514 0.2597986 -0.238203 0.2007447 0.522214 1.496594 0.4587738 1.090731 0.4975211 -0.3755838 -0.6605943 1.069831 1.284315 -0.1621972 0.3746946 -0.4533092 -0.6192644 0.6685141 0.855515 0.809684 0.9125613 0.7498617 -0.2617131 -0.2617131
1.379257 1.432386 -1.127926 1.63953 1.226655 -0.7719735 -0.5016474 1.651794 -0.2504556 -0.3603124 0.5267296 -0.2018004 0.687153 -1.474612 0.05246504 -0.4177114 -0.3801761 1.380807 0.7865864 -1.128228 -0.001437204 0.519135 0.914609 0.759028 1.350852 0.3072855 1.192194 2.301862 0.896382 0.7463122 0.8919132 0.8353304 1.647433 1.492807 -0.3578416 -0.6603135 0.6453558 0.02216067 -0.8565031 -1.020282 0.1132441 1.101084 0.8089764 0.8560851 0.7463752 1.137491 0.9297084 -0.05578789 1.719531 1.248859 0.3586124 0.6610856 -0.05527912 4.06158 4.439482 3.556467 -1.662055 -1.198043 0.5306973 0.2082248 -0.1622072 -3.51497 -1.149131 1.53065 -1.386662 -1.12102 0.3728046 0.689794 1.487217 -2.059519 -1.267488 -1.146276 -0.4033834 -3.217782 -2.564022 -1.351816 -3.20156 -3.618125 -3.618125
###########################################################
# srvy_rep_PhS_surface5m
-0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086 -0.4070086
2.550531 0.5240744 1.45316 1.839813 -0.1877267 -0.7402295 0.01083207 -1.070871 1.271362 1.557438 -0.8346242 0.09121094 0.9304813 2.044848 2.158336 0.4731271 -0.1413118 -0.4763633 0.04839296 0.9510381 -0.5214306 -0.5093707 0.6991285 -0.5358935 0.02602985 0.1243206 1.517188 0.1248066 -0.1196649 -0.2685264 1.59349 0.1495702 -0.07180368 0.830503 -0.9134408 -0.3512611 0.3105164 -1.017488 -0.2061726 -0.5923603 -0.1694391 0.7185462 -0.4705018 -0.600613 0.2737269 -0.4382148 0.2772132 -0.9063098 -0.419886 0.3051671 -0.2722397 0.550017 0.4899524 -0.5851086 0.006227132 -0.1595992 -0.6429583 -0.2414748 0.1046275 -0.7659543 -0.4715563 -0.340221 -0.7509558 -0.2653985 -0.6731794 -0.8507432 -0.3159371 -1.057928 -0.3932792 -0.5986225 -0.2488737 -0.8138846 -0.3252482 -0.2253282 -0.5256171 0.1039306 -0.6169701 -0.7499417 -0.7499417
-0.8219071 0.0629441 -1.372585 -0.04405247 1.366767 0.5220753 -0.4504692 0.3722678 -0.03048765 -0.2414077 -0.7717384 -0.8073962 0.04886552 2.86677 1.333082 1.767763 -0.003909122 0.2441162 -0.6171332 -0.05488112 -0.6774384 -0.2355706 0.1747278 -0.6917934 -0.2862499 -0.5876941 -0.3651992 -1.107095 0.7135007 -1.105484 -0.1219566 -0.2149362 -0.2713772 1.1815 -1.254054 -0.6425957 -0.6365024 -0.1139254 0.1745383 0.7523323 0.576794 -0.2074411 -0.08623572 0.2031431 -0.6696695 0.4221061 0.02146127 -1.148921 -0.3419952 -0.5819676 0.7616556 -0.5689689 -0.8776221 -0.9069881 -0.9507704 -0.777303 -0.4953735 0.1545888 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038 0.12038
1.564871 0.5710739 0.4949834 2.055363 0.5127086 -0.903755 2.392864 -1.059466 1.117817 0.6441688 -0.5152053 -0.008504603 1.566271 1.098737 1.627996 -0.2700093 -0.392877 0.3814305 0.1574857 0.5740506 -0.09243477 -0.7336364 1.436009 -0.4638272 0.01079243 0.1292009 0.5076797 -0.6088746 -0.9085581 -1.098821 1.45884 0.06102095 -0.6515671 -0.06945487 -1.261154 -0.3729651 -0.0004393384 -1.250722 -0.9892173 -0.9951117 -0.7396144 -0.7489989 -0.8607796 -1.044391 -0.4271432 -0.9306032 -0.7587212 -1.1307 -0.3228211 -0.9608074 -0.7918996 -0.4093431 -0.3239354 -1.139934 -0.6119862 -0.7304346 -1.109733 -0.5790689 -0.6332555 -1.206503 -0.4934811 -0.8936057 -0.6448021 -0.8713937 -1.170259 -1.139565 -1.119535 -1.325251 -0.7329428 -0.8716842 -0.1672327 -1.216519 -0.9535873 -0.6429567 -0.8926346 -0.8110026 -1.116011 -1.214185 -1.214185
-0.7190957 0.511949 -0.3789086 -0.6022369 0.06644237 1.373003 0.5763559 -0.3298012 -0.179261 -0.1982385 0.7110561 -0.5521855 2.286745 0.1901968 1.128756 3.738099 0.5093729 0.2080914 -0.051712 0.981931 0.2966074 -0.3050143 -0.4356219 -0.4989217 -0.6131741 -0.2416622 -0.5406958 -0.6611758 -0.4768641 -0.5827086 -0.436381 0.07416867 1.378162 0.1036611 -0.01946938 0.1433886 -0.3786754 -0.7842208 -0.4419959 -0.09312957 1.351619 0.6579912 -0.1072387 -0.91583 1.626013 0.4955205 0.6789539 -0.07518156 -0.2881888 0.2096115 -0.4359909 -0.1275085 1.07217 0.6318131 -0.6090876 -0.2510326 -0.6370686 -0.7347813 -0.7149765 -1.101923 -0.6968232 -0.5388291 -0.8022878 -0.775024 -0.8022449 -0.5374004 -0.340302 -0.776412 -0.6275007 -0.4691774 -0.2752636 0.07592361 0.1657528 -0.02022501 0.03390071 -0.2988143 -0.1234153 0.4367585 0.4367585
1.214495 -0.8942278 0.9096374 1.504286 0.5151416 -0.7584543 1.078696 -0.2041975 -0.1131457 2.18479 -1.24849 -0.9702937 -0.1466996 -0.2249843 0.9267674 1.387552 1.15537 -0.7921361 -0.4373557 2.034939 -0.4545782 -0.866837 5.001522 0.7014568 -0.1730958 0.9188721 0.7501613 0.3168867 0.09436628 0.1060052 0.3104354 -0.7685009 -0.05042278 -0.2703077 0.1721086 -0.3511469 -0.0678873 0.8117686 0.08336111 -0.3018038 -0.9626581 -0.4560843 2.857353 -0.05749942 -1.076501 0.0557609 -0.601815 -0.2784329 0.6934239 0.03796751 -0.9316336 1.60187 -0.4614711 0.6406627 0.451248 -0.6756912 -1.209535 0.8916301 0.5237347 0.478714 -0.7865632 2.042989 -1.134832 1.325893 0.6319015 0.05871486 0.4656013 0.2397616 -0.3156788 1.534429 -0.589351 -0.3404878 -0.3159522 -0.131036 -0.4802206 -0.430823 -0.9344081 -0.201034 -0.201034
-0.05621042 1.141896 0.002632965 -0.005881155 0.5576741 1.39969 1.111642 -0.1382978 0.1698752 -0.01940945 0.8765956 -0.9076248 2.820004 0.8494746 0.3255126 1.908524 0.07606925 1.359025 -0.3278144 0.63256 1.434768 -0.1084063 -0.8429821 -0.5466068 -0.519258 -0.1559821 -0.7967412 -0.8888236 -0.6960968 -0.3758776 0.4168541 0.5384688 1.851097 0.8557308 0.2307716 0.3623131 0.640024 -0.5683002 -0.557896 0.01080724 1.812617 0.5798289 0.4879585 -1.298357 1.46014 0.3415088 1.005983 -0.632756 0.2760661 0.3354537 -0.6046682 -0.1317223 1.195868 0.07705258 -1.288267 -0.08532339 -0.7235203 0.1172916 -0.8505896 -1.453171 -0.7290911 -0.3847455 -0.3660777 -1.173251 -0.2670394 -0.4426091 0.4782381 -1.471574 -0.2905373 -0.7832773 -0.6225362 -0.01837767 0.2802141 -0.8002306 -0.02397405 0.2402213 -0.3876714 0.8957361 0.8957361
0.03740553 0.405804 -0.8790885 -2.318501 -0.09690832 -0.2382229 -0.6777226 -1.324839 -2.152633 0.5578419 -0.655057 -2.044506 -2.149879 -0.8874551 -1.918221 -1.291775 -0.3109709 -0.4601624 -2.175936 -2.414822 -2.535461 -2.674219 -3.010101 -1.858836 -1.08525 0.6471566 -0.9536658 -2.227755 -0.5798808 -1.538234 -2.696643 -2.090845 -1.543558 -0.8947212 -0.6475453 -0.6919212 -2.819946 -1.068647 -1.557163 -2.223303 -2.489187 -2.988761 -1.694745 -2.774419 -2.902935 -2.071205 -0.5885321 -2.866233 -2.483436 -1.985841 -2.623819 -2.648679 -3.36218 -2.356411 -3.366205 -2.344565 -2.881753 -2.687288 -2.766784 -2.839063 -2.853947 -2.593585 -3.310284 -1.573731 -2.557863 -1.254918 -1.823415 -2.755866 -2.635399 -2.821866 -2.833787 -2.809348 -1.018951 -0.7926919 -1.612934 -2.790031 -2.954753 -3.166807 -3.166807
1.696644 2.325387 0.4131515 0.3004289 -0.3615527 0.7726747 0.03977445 -0.3975859 1.583908 0.08904885 0.7747297 0.7704211 -0.2676743 -0.5773724 -0.4783134 -0.1514246 -0.4211734 1.096031 0.7243944 0.6175088 0.2157506 0.3675036 -0.1505017 0.08706627 -1.086934 -1.306273 -0.8217501 0.4622873 -1.151199 0.610784 -0.5222124 -1.203625 -1.122869 -1.231613 -1.431373 -1.173682 -1.451439 -1.219403 -0.8438434 -0.6113561 -0.5239476 -0.7144417 -1.488163 -1.151061 -1.434182 -0.9866168 -1.001597 -1.130204 -1.386617 -1.08247 -0.6004746 -1.448168 -1.494074 -1.427924 -0.9811421 -1.296703 -1.071243 -1.561745 -1.379635 -1.449264 -1.35464 -1.145323 -1.210733 -1.4662 -1.395008 -1.538192 -1.498663 -1.168937 -1.134338 -1.36861 -1.605367 -1.430182 -1.431585 -1.464923 -1.488413 -1.575108 -1.098977 -1.38524 -1.38524
1.521067 0.2975625 1.115525 -0.6087049 2.186887 -0.05539449 1.896836 -0.8952974 0.8981049 0.2473975 2.096457 0.4090319 2.907422 -0.07255918 0.4553428 0.9347572 0.9024888 0.675066 1.616793 1.150205 -0.330927 1.382493 1.799511 0.8646584 1.333724 1.373161 0.6790177 0.296275 0.03006698 -0.3144473 -0.9693565 1.754304 0.4089911 0.5262862 1.150347 0.2443597 1.183499 0.05480495 -0.5448001 0.7263655 0.5736492 -0.4861951 0.08293813 0.5620241 0.08387989 0.8041816 0.6065777 1.002167 1.178933 1.085898 0.7871803 1.085759 -0.4584242 1.098246 0.08036941 -0.3884754 0.4306177 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615 0.6013615
-0.06525827 0.140887 0.5979787 1.284569 -0.1360741 0.03630841 0.2403642 0.3188917 -0.5924264 0.5325576 0.344468 0.3191856 -0.3395318 -0.746937 0.2245143 -0.4097084 -0.1652916 0.6152153 0.3610113 0.1156955 -0.5390053 0.712401 0.803745 1.560486 0.03086945 -0.1961885 1.014629 -0.129134 -0.3760556 -0.3751925 0.9388379 -0.04435521 0.1421902 0.08176206 -0.1275981 0.4022044 0.07997549 -0.3776071 -0.09695828 1.16767 1.447098 -0.09031078 0.1426728 0.4837861 0.7047886 0.3029977 -0.1840101 -0.05851195 -0.3429445 0.1170653 0.8986246 -0.03544398 0.3611157 3.474458 1.226159 0.3186864 0.1549079 0.4277267 -0.220759 0.4385938 -0.1898769 -0.332215 0.9357238 0.9639619 0.184203 -0.03980694 -0.01931118 0.5999822 0.01064323 0.9634542 0.5784647 0.49003 0.253352 -0.03971909 -0.2982064 1.16521 -0.5099014 -0.6312298 -0.6312298
1.386946 -0.8676547 -0.1907613 0.3048695 2.324604 0.4675739 2.02473 0.4052838 0.4259501 2.334247 -0.8803738 -0.1526576 0.796332 -0.4494365 -0.1314698 -0.2047183 1.685932 -0.6425144 2.043185 3.967892 0.07552669 -0.9215181 2.784201 -0.7404474 -0.7601778 -0.9498236 0.009906472 -0.3480898 0.1353618 -0.7505731 4.010335 -0.8240116 -0.02235325 -0.7334696 0.09781937 1.804397 -0.5616899 -0.4468255 0.3051751 3.345887 -0.6238188 -0.3607907 3.491728 -0.006362668 0.7394188 0.1149953 0.9287817 -0.23291 -0.4085572 -0.05987808 -0.2815794 0.4298732 0.05369424 -0.9161109 2.231426 1.030861 0.7182365 -0.7196768 0.2881845 -0.7834257 0.4962813 1.073526 -0.2309516 0.3207656 0.3683848 0.7917599 0.5034737 -0.4191223 -0.4060612 -0.1218971 -0.5611255 2.174532 0.1212853 -0.7427555 0.8817495 0.8630571 -0.3339021 2.272364 2.272364
1.551273 -0.5491974 -0.5489936 -0.02390847 -1.086968 -0.29695 2.11773 -0.08928506 -1.167153 -0.8479586 0.599317 -0.4201167 3.099943 0.1004307 0.2657755 2.003852 -0.02739482 0.01971709 0.3956472 -0.6284448 1.332812 -0.275445 0.08185375 -0.8136823 1.813742 1.023749 0.8893749 0.8261612 -1.284003 -0.8667104 -1.110667 0.5425869 1.105915 -1.229531 -0.3523696 -0.4099042 -0.2404231 1.511229 0.007403511 -0.6370117 2.644096 2.855596 -0.9652819 0.2101449 0.02779625 0.1962723 -0.09934178 0.466566 0.5102649 1.085879 -0.669548 0.3128065 -0.3347458 -0.1401496 -0.08950554 -0.7491086 2.303497 1.799942 0.3196791 1.9042 -0.2081139 2.010874 0.019828 1.007853 -0.9784901 -1.136702 -0.4327158 -0.7681263 4.839286 -0.6633379 -0.6506403 -0.009170021 -0.3126517 2.04304 -0.7737908 2.94946 -1.090766 2.116202 2.116202
1.103267 3.042023 1.442618 -0.01589125 0.3077673 0.3899444 0.9614072 0.7674368 -0.27215 1.626379 2.978703 0.6357417 0.6384592 0.3747445 0.2254278 0.136899 0.682515 0.1645749 0.4657257 0.6026366 0.1794588 0.003088214 0.2601707 0.156366 0.7469406 0.6217237 0.3484828 0.01550631 0.8211311 0.2683313 0.4675387 0.04125958 -0.1031783 0.8402753 -0.1138189 -0.1149321 0.3913572 -0.2757513 0.03981375 -0.1614917 -0.05672669 0.2119224 0.8131192 -0.3656149 -0.3106512 -0.1425254 -0.2014947 0.1891615 0.07060211 0.2996621 0.1207771 -0.02297787 0.1870849 -0.123079 -0.06389562 -0.2375978 0.1247904 0.3274501 0.1296388 0.118293 0.01843198 0.2748894 -0.5296341 -0.05656077 -0.1397952 0.4979542 0.01601462 0.2848259 0.07478857 -0.2279498 -0.2281565 -0.0352393 0.2997328 0.234596 0.6306278 0.1674005 -0.1161183 -0.2370078 -0.2370078
1.492595 1.38728 -0.1527696 0.8313606 -0.1089895 -0.05706998 1.061857 -0.3212777 0.8589194 -0.1211856 0.03017754 0.5448131 -0.002559101 0.2722281 0.3347955 0.1275953 0.5195637 0.3026731 1.357514 0.1543772 0.2583415 0.08841301 -0.03568857 -0.09662602 -0.2528356 -0.05821918 -0.1738518 -0.0873523 -0.05102445 0.1950189 -0.00365131 -0.2486403 -0.1876838 0.1725248 -0.1871995 -0.1729016 -0.006162742 -0.08512448 -0.2159443 0.06233527 -0.1887154 0.09707614 0.1393719 -0.1609877 -0.07472088 -0.03159934 -0.08613052 -0.2338644 -0.07553168 -0.2210479 -0.2876343 0.07432902 0.05203762 -0.03213364 -0.1499724 -0.1280621 -0.2251498 -0.2901771 -0.3345457 -0.2982106 -0.2612602 -0.2490464 -0.3335467 -0.3019935 0.3321408 -0.179228 -0.02850935 -0.1909925 -0.2176631 -0.1617017 -0.333701 -0.3355478 -0.02074267 -0.261403 0.03276689 -0.1159488 -0.28646 -0.2883805 -0.2883805
-1.226714 1.152476 -0.3668655 -1.351862 -1.40516 0.05677295 -0.4722282 1.049135 2.711604 -0.5419921 0.7365789 1.492499 0.9704362 2.418156 2.336146 -0.5485479 -0.682186 0.391163 -0.9338565 -0.9463575 -0.6065923 1.967601 -0.5155235 -1.386427 -1.39306 -1.151478 -1.315254 -1.185087 -1.265016 -1.203708 0.2231335 2.734986 0.8050151 -0.2194182 3.76189 -0.2591285 -1.124694 -1.265045 -1.041247 -0.2213075 0.003459395 -1.183942 0.3427519 0.2283755 -1.233694 -1.365417 -0.964627 -1.330031 -0.7208989 -1.321835 -0.1167135 0.1614999 -0.8043474 1.522533 -0.8436424 -1.125799 -1.416232 -1.245105 -1.183178 -1.426918 -1.385301 -1.39439 -1.410672 -1.339421 -1.063917 -1.298487 -1.327638 -1.290771 -1.234939 -1.438707 -1.400391 -1.390799 -1.303615 -1.406824 -1.448381 -1.416692 -1.338434 -0.7631098 -0.7631098
0.20967 0.6391364 1.782393 0.1750578 0.07996503 1.565031 0.2022864 0.3372751 2.823848 1.853593 1.170772 1.151992 3.337754 2.735881 -0.2500181 1.477178 0.4414233 1.112306 -0.4190988 1.340231 1.289893 -0.4003599 1.966585 0.3062556 -0.472815 1.31157 2.170507 1.441034 -0.3721205 0.1206384 0.6479332 -0.3012228 -0.5810607 0.9069161 -0.429989 -0.08407639 -0.3564073 -0.2967156 -0.5962043 -0.6284246 -0.4592449 -0.6289955 -0.4693972 0.0218708 -0.5251501 -0.3877943 -0.4321159 -0.14554 -0.5774178 -0.4551256 -0.5385569 -0.356263 -0.567895 -0.5713458 -0.5944923 -0.3781113 0.2983452 -0.5139784 -0.5048593 -0.4547576 -0.5695293 -0.499021 -0.5291333 -0.3635021 -0.5504467 -0.5804106 -0.3427378 -0.5036855 0.5205295 -0.694072 -0.5943147 -0.6429953 -0.3856081 -0.6851588 -0.6110739 -0.3899581 -0.5377728 -0.5387776 -0.5387776
-0.1047167 0.01980355 -0.6662024 1.014862 0.140024 -0.2299602 -0.3022275 -0.05438546 0.3520915 0.7695674 -0.268363 -0.400064 -0.02916845 0.8152475 -0.3170865 0.01225489 -0.07963985 0.06626613 0.08570731 -0.063226 0.1348928 0.4174402 -0.6166302 -0.3122467 0.0007778555 0.1805023 0.195957 -0.03727232 0.1625955 -0.2662645 0.03170031 0.2180961 0.01776842 -0.16149 0.2548814 0.4001186 0.1304702 -0.3250719 0.5419774 -0.2427548 0.08807136 0.2539049 0.2069736 0.2766535 -0.136844 -0.2408914 -0.03671394 0.3867536 -0.05469339 0.3464037 -0.3916309 0.346162 0.6291493 0.3985225 0.1083136 0.2545525 -0.517796 -0.307878 0.372347 -0.3012458 0.2300794 0.04762102 0.0264063 -0.4588036 -0.2606069 0.3771539 -0.3916809 0.07391453 0.2058246 0.2337499 -0.2778628 -0.007714803 0.5212394 -0.2474025 1.161105 -0.261564 -0.03871781 -0.1031844 -0.1031844
0.339688 -0.5074631 0.5521659 0.05687034 0.6530209 1.683623 -0.3511932 -0.08067969 0.1756509 0.1593773 0.3345341 0.9979285 -0.5744922 -0.6472682 0.07833248 0.2424418 0.1176721 0.6207383 0.4231204 -0.02470535 0.9099369 0.255361 -0.08415037 0.6770819 0.2830525 -0.1308313 1.162303 0.3557965 0.8619939 1.744756 0.7687212 0.8436714 1.613794 0.3536571 0.2778068 -0.3760369 0.1628689 0.4903472 0.3554424 -0.3128515 1.48777 0.3109913 0.2647353 0.350563 0.7122499 -0.1640916 0.2753137 0.05262088 -0.8073203 0.9148617 1.30302 -0.005863754 0.06354522 -0.1334783 2.337188 -0.3299877 -0.2402713 0.193184 0.845185 -0.1279013 -0.2374645 0.1463964 -0.0482174 -0.110763 -0.7165954 -0.2298948 0.351323 -0.4578455 0.2809283 -0.5138091 -0.3764136 -0.2821965 -0.03076781 0.08319204 -0.2067823 -0.394068 -0.5061629 -0.585756 -0.585756
-0.1716646 0.3010927 0.35308 0.3127523 1.893812 0.1544931 0.8559499 0.1147981 1.148229 1.313962 0.07270145 0.9032604 0.9763606 1.418901 1.100118 0.08588588 -0.05554523 -0.1758951 -0.1825195 0.6805205 1.970712 0.5502683 -0.1848996 1.489357 0.2409308 1.218804 0.8428476 0.2045265 0.7463227 1.332361 1.022046 0.1981801 -0.2003949 1.466438 0.1342616 0.0720946 -0.1756229 0.2159279 0.2110655 -0.01103603 0.158289 -0.08313009 0.2651028 0.3686071 0.07316924 0.1331731 1.495029 0.1420794 -0.3008355 0.4431634 0.02433805 0.4479202 0.1644337 0.5524979 0.3019099 -0.2037742 -0.07243888 0.1195877 0.731931 0.8536018 0.9108492 0.06497219 0.9490094 0.2873748 0.1286186 -0.2704408 1.505485 1.459303 0.2245207 -0.0478139 0.3016984 0.1230771 0.07340279 0.0435996 0.3671416 0.577558 0.7504293 0.1886378 0.1886378
1.366722 0.5106896 -0.810013 0.5674053 -0.07745026 -0.6149049 -0.4289088 0.7564487 -0.1755177 -0.006561743 -0.1321073 -0.7353266 0.3664134 -0.8672739 0.3708304 0.1968016 0.1827257 1.002069 0.05105583 -0.4977603 -0.645448 0.8293682 1.175565 -0.4326661 0.365632 0.6293291 0.6978516 0.3682519 -0.2993178 -0.3364636 0.3601041 0.07168048 1.017301 1.451249 -0.3964459 -0.4148004 0.6134924 -0.5698002 -0.3365955 -1.004288 -0.4083199 0.6660866 0.1336153 0.816176 -0.3354792 0.8797883 0.7932639 0.0617529 0.1684775 0.360886 0.6459467 0.5072862 -0.4939788 2.167564 2.645121 1.816362 -0.8709493 -0.801662 0.2760829 0.1114455 -0.09364759 -1.560842 -0.6380024 1.567444 -0.6662578 -1.113838 0.9888112 1.141577 -0.008961514 -0.8506665 -0.360175 -0.5844151 -0.03611117 -1.323815 -1.15937 -0.3489891 -1.331755 -1.655594 -1.655594
###########################################################
# srvy_rep_salt_surface5m
